Id,Weekly_Sales
2_93_2013-02-22,73815.54776999996
2_93_2013-03-01,72724.89798000001
2_93_2013-03-08,75809.87123000014
2_93_2013-03-15,75012.97304999967
2_93_2013-03-22,77505.2701800002
2_93_2013-03-29,74341.84904999999
2_93_2013-04-05,76674.70158999995
2_93_2013-04-12,74712.28910000004
2_93_2013-04-19,70733.21083000053
2_93_2013-04-26,71273.06016000036
2_93_2013-05-03,74555.62266000008
2_93_2013-05-10,72746.70233999984
2_93_2013-05-17,73223.45543000006
2_93_2013-05-24,71190.45715000018
2_93_2013-05-31,73409.63773000015
2_93_2013-06-07,76338.71767000027
2_93_2013-06-14,75443.60394000028
2_93_2013-06-21,75374.34537000014
2_93_2013-06-28,76237.7289099999
2_93_2013-07-05,71700.19049000028
2_93_2013-07-12,75391.93382000012
2_93_2013-07-19,74036.74610999993
2_93_2013-07-26,73430.25878999999
2_94_2012-11-02,70402.14751000004
2_94_2012-11-09,69839.95515000031
2_94_2012-11-16,68126.13042000022
2_94_2012-11-23,71784.41704000015
2_94_2012-11-30,66023.22853999988
2_94_2012-12-07,67420.36583000026
2_94_2012-12-14,67154.6025199997
2_94_2012-12-21,71171.61324999972
2_94_2012-12-28,64346.09171000029
2_94_2013-01-04,67307.31841999979
2_94_2013-01-11,67301.0048299999
2_94_2013-01-18,66845.13072999974
2_94_2013-01-25,64962.06179999962
2_94_2013-02-01,67920.3337499998
2_94_2013-02-08,68987.52172000008
2_94_2013-02-15,72610.93032000015
2_94_2013-02-22,68493.26394999996
2_94_2013-03-01,68369.49448
2_94_2013-03-08,69418.67333000024
2_94_2013-03-15,68492.04694999992
2_94_2013-03-22,70476.8737300002
2_94_2013-03-29,68817.84379999997
2_94_2013-04-05,69844.89687999996
2_94_2013-04-12,69252.94110999993
2_94_2013-04-19,68120.14898999986
2_94_2013-04-26,66924.90712999986
2_94_2013-05-03,71273.58610999996
2_94_2013-05-10,69673.66159000008
2_94_2013-05-17,72253.52674000006
2_94_2013-05-24,71190.62205999983
2_94_2013-05-31,70757.88733999971
2_94_2013-06-07,73610.14478000018
2_94_2013-06-14,72521.04991999986
2_94_2013-06-21,72067.39737999979
2_94_2013-06-28,72395.16792999997
2_94_2013-07-05,72176.75587999984
2_94_2013-07-12,70474.15092999976
2_94_2013-07-19,69416.70770999986
2_94_2013-07-26,69378.73849999986
2_95_2012-11-02,141827.19953000036
2_95_2012-11-09,144321.4448400002
2_95_2012-11-16,142270.53655999998
2_95_2012-11-23,139979.75010999994
2_95_2012-11-30,139010.78696999975
2_95_2012-12-07,143292.83409999992
2_95_2012-12-14,140721.72595999992
2_95_2012-12-21,148611.39641000066
2_95_2012-12-28,132321.18278000058
2_95_2013-01-04,137187.3125799999
2_95_2013-01-11,138533.11127000008
2_95_2013-01-18,135766.7232699993
2_95_2013-01-25,134105.36815999885
2_95_2013-02-01,141095.41575000033
2_95_2013-02-08,143508.0059500004
2_95_2013-02-15,141194.44916000075
2_95_2013-02-22,139544.7687199999
2_95_2013-03-01,140307.04770999972
2_95_2013-03-08,142948.07634000052
2_95_2013-03-15,140975.87455999982
2_95_2013-03-22,144160.78569999975
2_95_2013-03-29,139494.44481999983
2_95_2013-04-05,142683.20742999975
2_95_2013-04-12,142316.65797999973
2_95_2013-04-19,139891.23710999897
2_95_2013-04-26,138787.21671999927
2_95_2013-05-03,140192.5459999998
2_95_2013-05-10,135615.93418999945
2_95_2013-05-17,142471.42921000003
2_95_2013-05-24,144161.10434000002
2_95_2013-05-31,145933.2403399996
2_95_2013-06-07,147935.06068999958
2_95_2013-06-14,151717.4769099998
2_95_2013-06-21,149990.79037999967
2_95_2013-06-28,150489.0375199999
2_95_2013-07-05,147663.41256999975
2_95_2013-07-12,148713.36887999988
2_95_2013-07-19,145075.7072699995
2_95_2013-07-26,146477.51505999945
2_96_2012-11-02,35152.89645000007
2_96_2012-11-09,36609.223150000165
2_96_2012-11-16,35606.65323000011
2_96_2012-11-23,40893.09026000004
2_96_2012-11-30,36208.014870000145
2_96_2012-12-07,37571.681570000175
2_96_2012-12-14,35567.05928000015
2_96_2012-12-21,42664.78079000012
2_96_2012-12-28,38924.851289999984
2_96_2013-01-04,33713.88801999976
2_96_2013-01-11,31338.69621999996
2_96_2013-01-18,31292.76128000009
2_96_2013-01-25,31826.068230000175
2_96_2013-02-01,33860.492200000066
2_96_2013-02-08,34841.198450000134
2_96_2013-02-15,32805.20849000004
2_96_2013-02-22,32379.613440000132
2_96_2013-03-01,32198.767930000144
2_96_2013-03-08,33318.90395000002
2_96_2013-03-15,33711.623050000024
2_96_2013-03-22,35759.05219000009
2_96_2013-03-29,34228.56154000013
2_96_2013-04-05,35857.6000400001
2_96_2013-04-12,35848.89830000011
2_96_2013-04-19,37614.380790000214
2_96_2013-04-26,35478.14119000015
2_96_2013-05-03,34132.999860000054
2_96_2013-05-10,32404.482969999975
2_96_2013-05-17,34736.15682000008
2_96_2013-05-24,38596.67737000013
2_96_2013-05-31,38953.17413000014
2_96_2013-06-07,37796.0856400001
2_96_2013-06-14,39569.3538700001
2_96_2013-06-21,39090.09812000009
2_96_2013-06-28,38680.19338000006
2_96_2013-07-05,39302.50118000017
2_96_2013-07-12,37612.88951000004
2_96_2013-07-19,36524.36638000003
2_96_2013-07-26,36506.09976000005
2_97_2012-11-02,41905.62590000011
2_97_2012-11-09,42520.03499000002
2_97_2012-11-16,42349.39073000005
2_97_2012-11-23,39088.457850000035
2_97_2012-11-30,40718.29730000007
2_97_2012-12-07,42250.00022000007
2_97_2012-12-14,41505.333440000155
2_97_2012-12-21,46457.774319999466
2_97_2012-12-28,38506.44809999996
2_97_2013-01-04,41369.38116999987
2_97_2013-01-11,41557.023669999966
2_97_2013-01-18,39251.12601999998
2_97_2013-01-25,38441.017089999994
2_97_2013-02-01,40177.77174999995
2_97_2013-02-08,42363.232909999715
2_97_2013-02-15,41296.62725000001
2_97_2013-02-22,39791.549370000015
2_97_2013-03-01,40092.830829999984
2_97_2013-03-08,41306.28473000006
2_97_2013-03-15,40404.82804
2_97_2013-03-22,40875.477129999956
2_97_2013-03-29,40010.281939999964
2_97_2013-04-05,40752.981350000024
2_97_2013-04-12,40588.10612
2_97_2013-04-19,39965.26995999997
2_97_2013-04-26,39789.77188999996
2_97_2013-05-03,40502.10412999986
2_97_2013-05-10,38926.787330000174
2_97_2013-05-17,40426.167749999826
2_97_2013-05-24,40354.78826999995
2_97_2013-05-31,40738.72158999982
2_97_2013-06-07,42694.44471999988
2_97_2013-06-14,42371.89103999982
2_97_2013-06-21,41590.03564999989
2_97_2013-06-28,42636.47893999995
2_97_2013-07-05,42186.86644999991
2_97_2013-07-12,41291.22656999989
2_97_2013-07-19,40441.017699999815
2_97_2013-07-26,40208.53844999984
2_98_2012-11-02,14377.505519999911
2_98_2012-11-09,14088.582599999916
2_98_2012-11-16,14574.835269999987
2_98_2012-11-23,20309.47257999968
2_98_2012-11-30,15331.688189999957
2_98_2012-12-07,15268.467129999946
2_98_2012-12-14,17136.20303000003
2_98_2012-12-21,19774.85129999981
2_98_2012-12-28,14744.45481999998
2_98_2013-01-04,13359.862980000002
2_98_2013-01-11,12883.368460000047
2_98_2013-01-18,13097.406670000046
2_98_2013-01-25,12923.541900000033
2_98_2013-02-01,13492.973450000009
2_98_2013-02-08,14804.164330000138
2_98_2013-02-15,14955.987739999897
2_98_2013-02-22,13849.014519999968
2_98_2013-03-01,14029.222259999986
2_98_2013-03-08,14087.428589999949
2_98_2013-03-15,13812.118349999966
2_98_2013-03-22,14111.287229999933
2_98_2013-03-29,13873.822119999964
2_98_2013-04-05,13971.517409999917
2_98_2013-04-12,13795.540909999965
2_98_2013-04-19,13618.873019999966
2_98_2013-04-26,13609.529619999983
2_98_2013-05-03,13786.653160000074
2_98_2013-05-10,13293.309820000064
2_98_2013-05-17,13231.11733000013
2_98_2013-05-24,13075.808740000028
2_98_2013-05-31,13122.459050000085
2_98_2013-06-07,13479.105020000014
2_98_2013-06-14,13131.925160000019
2_98_2013-06-21,13090.938640000057
2_98_2013-06-28,12759.635239999965
2_98_2013-07-05,13434.882489999987
2_98_2013-07-12,12583.588899999995
2_98_2013-07-19,12755.809120000038
2_98_2013-07-26,12678.031570000025
2_99_2012-11-02,332.5691100000003
2_99_2012-11-09,340.2880500000004
2_99_2012-11-16,620.7150800000005
2_99_2012-11-23,8462.838379999997
2_99_2012-11-30,1839.1540200000013
2_99_2012-12-07,1239.8580700000011
2_99_2012-12-14,2055.834280000001
2_99_2012-12-21,3465.316499999999
2_99_2012-12-28,542.0439700000002
2_99_2013-01-04,756.5784300000005
2_99_2013-01-18,290.0095800000001
2_99_2013-02-01,291.3342
2_99_2013-02-08,1375.160670000003
2_99_2013-02-15,632.1210900000021
2_99_2013-02-22,193.71963000000008
2_99_2013-03-29,225.40382999999974
2_99_2013-04-05,254.15982000000008
2_99_2013-04-12,115.1364000000001
2_99_2013-04-19,139.12272000000021
2_99_2013-04-26,145.56875000000014
2_99_2013-05-03,151.38727000000014
2_99_2013-05-10,155.86104000000026
2_99_2013-05-17,150.66469000000026
2_99_2013-05-24,191.6782400000002
2_99_2013-05-31,213.0151100000001
2_99_2013-06-07,182.6285300000001
2_99_2013-06-14,193.21976000000015
2_99_2013-06-21,135.29747000000006
2_99_2013-07-05,437.07857
2_99_2013-07-12,79.30163999999978
2_99_2013-07-19,57.779069999999926
2_99_2013-07-26,51.11821000000001
3_1_2012-11-02,10878.174450000004
3_1_2012-11-09,10163.200690000027
3_1_2012-11-16,10042.32268000003
3_1_2012-11-23,8966.463070000025
3_1_2012-11-30,11306.820340000098
3_1_2012-12-07,10746.00923000003
3_1_2012-12-14,12183.724470000103
3_1_2012-12-21,12556.388649999892
3_1_2012-12-28,9465.085710000078
3_1_2013-01-04,8876.47171000004
3_1_2013-01-11,9634.49355
3_1_2013-01-18,9190.98646
3_1_2013-01-25,9093.303729999998
3_1_2013-02-01,10432.365569999976
3_1_2013-02-08,10559.313099999976
3_1_2013-02-15,9588.321579999969
3_1_2013-02-22,8931.14907
3_1_2013-03-01,9332.971139999983
3_1_2013-03-08,9395.110689999978
3_1_2013-03-15,8789.185540000031
3_1_2013-03-22,9957.710050000016
3_1_2013-03-29,9706.064910000021
3_1_2013-04-05,10062.50047999999
3_1_2013-04-12,10312.12913000005
3_1_2013-04-19,10109.27715000005
3_1_2013-04-26,9764.242390000061
3_1_2013-05-03,8326.276599999981
3_1_2013-05-10,8700.200719999972
3_1_2013-05-17,7810.456519999989
3_1_2013-05-24,7414.16998
3_1_2013-05-31,7642.444139999981
3_1_2013-06-07,7698.4066100000155
3_1_2013-06-14,7835.897859999964
3_1_2013-06-21,7429.675549999982
3_1_2013-06-28,7076.925920000008
3_1_2013-07-05,7363.279310000011
3_1_2013-07-12,7232.329340000016
3_1_2013-07-19,7509.647339999957
3_1_2013-07-26,7222.247889999999
3_2_2012-11-02,19090.218140000034
3_2_2012-11-09,18800.93404999997
3_2_2012-11-16,18987.819479999944
3_2_2012-11-23,17427.904709999977
3_2_2012-11-30,18819.143299999923
3_2_2012-12-07,19396.76890999992
3_2_2012-12-14,18618.35171999997
3_2_2012-12-21,19099.837969999975
3_2_2012-12-28,18498.160809999932
3_2_2013-01-04,17916.426039999908
3_2_2013-01-11,18003.31812999993
3_2_2013-01-18,17935.735670000002
3_2_2013-01-25,18056.368370000004
3_2_2013-02-01,19906.69652999998
3_2_2013-02-08,20434.914039999967
3_2_2013-02-15,19082.675239999982
3_2_2013-02-22,18602.60826999994
3_2_2013-03-01,18642.415619999967
3_2_2013-03-08,18883.404950000044
3_2_2013-03-15,18899.083259999934
3_2_2013-03-22,18864.400989999984
3_2_2013-03-29,18984.89426999993
3_2_2013-04-05,18965.62949999996
3_2_2013-04-12,18780.217459999978
3_2_2013-04-19,19136.24135999989
3_2_2013-04-26,18467.564840000017
3_2_2013-05-03,17511.070450000007
3_2_2013-05-10,17634.135869999995
3_2_2013-05-17,17685.122809999997
3_2_2013-05-24,17886.06678000001
3_2_2013-05-31,17752.038939999984
3_2_2013-06-07,18245.185010000037
3_2_2013-06-14,18013.72122000003
3_2_2013-06-21,18085.408119999996
3_2_2013-06-28,18079.445909999977
3_2_2013-07-05,18248.000130000015
3_2_2013-07-12,18215.892340000013
3_2_2013-07-19,17667.783699999985
3_2_2013-07-26,17660.67445999994
3_3_2012-11-02,5872.133630000026
3_3_2012-11-09,5403.88327000004
3_3_2012-11-16,5337.751040000025
3_3_2012-11-23,5643.998029999964
3_3_2012-11-30,6716.890590000023
3_3_2012-12-07,5793.416660000029
3_3_2012-12-14,5416.304470000038
3_3_2012-12-21,5531.21869999998
3_3_2012-12-28,6113.502090000027
3_3_2013-01-04,6085.2481300000645
3_3_2013-01-11,5981.71954000006
3_3_2013-01-18,6020.4950600000575
3_3_2013-01-25,5950.963400000051
3_3_2013-02-01,6081.025390000028
3_3_2013-02-08,6853.995120000031
3_3_2013-02-15,7267.066949999991
3_3_2013-02-22,7049.495480000001
3_3_2013-03-01,7207.5907399999805
3_3_2013-03-08,6427.776509999998
3_3_2013-03-15,5836.99820000003
3_3_2013-03-22,5782.409150000033
3_3_2013-03-29,5764.479430000027
3_3_2013-04-05,6456.139430000036
3_3_2013-04-12,5544.550800000028
3_3_2013-04-19,5688.146440000024
3_3_2013-04-26,5690.599630000041
3_3_2013-05-03,4766.369040000014
3_3_2013-05-10,4789.310710000021
3_3_2013-05-17,4895.710060000015
3_3_2013-05-24,4762.848799999999
3_3_2013-05-31,4836.120280000011
3_3_2013-06-07,5154.943680000004
3_3_2013-06-14,4786.168940000003
3_3_2013-06-21,4862.267990000001
3_3_2013-06-28,4402.534739999965
3_3_2013-07-05,5197.016110000003
3_3_2013-07-12,5669.836590000006
3_3_2013-07-19,6457.689080000036
3_3_2013-07-26,7958.754510000028
3_4_2012-11-02,9424.055079999973
3_4_2012-11-09,9368.52298999999
3_4_2012-11-16,9515.102030000002
3_4_2012-11-23,9259.298779999914
3_4_2012-11-30,9056.409769999987
3_4_2012-12-07,9421.853679999971
3_4_2012-12-14,9311.29922999998
3_4_2012-12-21,9850.36891999995
3_4_2012-12-28,9516.011279999957
3_4_2013-01-04,9551.280369999964
3_4_2013-01-11,9363.956819999972
3_4_2013-01-18,9096.212399999977
3_4_2013-01-25,9104.916869999975
3_4_2013-02-01,9796.85442999994
3_4_2013-02-08,9974.85491999994
3_4_2013-02-15,8957.712909999978
3_4_2013-02-22,8783.25114999996
3_4_2013-03-01,8905.566229999982
3_4_2013-03-08,9253.052509999954
3_4_2013-03-15,9441.584300000004
3_4_2013-03-22,9371.258409999966
3_4_2013-03-29,9351.893889999976
3_4_2013-04-05,9384.324749999982
3_4_2013-04-12,9259.095809999986
3_4_2013-04-19,9198.63304000001
3_4_2013-04-26,9200.775139999983
3_4_2013-05-03,8869.33132999999
3_4_2013-05-10,8903.22044000001
3_4_2013-05-17,8800.879310000004
3_4_2013-05-24,8936.645949999984
3_4_2013-05-31,8813.925100000006
3_4_2013-06-07,9072.33350999999
3_4_2013-06-14,8912.307959999993
3_4_2013-06-21,8898.104099999988
3_4_2013-06-28,8693.310140000012
3_4_2013-07-05,8946.435079999994
3_4_2013-07-12,9041.347679999993
3_4_2013-07-19,8933.887480000005
3_4_2013-07-26,8636.095850000012
3_5_2012-11-02,13994.123029999868
3_5_2012-11-09,13613.338919999851
3_5_2012-11-16,14097.251259999894
3_5_2012-11-23,39153.544490000255
3_5_2012-11-30,14175.545159999921
3_5_2012-12-07,15171.055959999912
3_5_2012-12-14,15624.412989999884
3_5_2012-12-21,27046.020060000334
3_5_2012-12-28,15333.815729999878
3_5_2013-01-04,13739.70829999999
3_5_2013-01-11,14147.514699999998
3_5_2013-01-18,13553.987269999949
3_5_2013-01-25,12916.140709999941
3_5_2013-02-01,13956.576079999895
3_5_2013-02-08,14989.934929999878
3_5_2013-02-15,14437.170990000026
3_5_2013-02-22,13121.670729999987
3_5_2013-03-01,13146.217329999945
3_5_2013-03-08,14079.015979999911
3_5_2013-03-15,13739.576329999994
3_5_2013-03-22,12416.631439999988
3_5_2013-03-29,13380.56061
3_5_2013-04-05,13111.934660000015
3_5_2013-04-12,13044.756079999934
3_5_2013-04-19,13663.764059999907
3_5_2013-04-26,13137.317609999958
3_5_2013-05-03,13195.358510000045
3_5_2013-05-10,13687.806320000036
3_5_2013-05-17,13284.76496000005
3_5_2013-05-24,13287.737740000055
3_5_2013-05-31,13132.943650000054
3_5_2013-06-07,13787.062790000007
3_5_2013-06-14,13329.16163000001
3_5_2013-06-21,13560.127910000025
3_5_2013-06-28,13436.366220000007
3_5_2013-07-05,13076.724700000033
3_5_2013-07-12,13837.763990000032
3_5_2013-07-19,13479.03377000003
3_5_2013-07-26,12926.68192999999
3_6_2012-11-02,1930.207489999992
3_6_2012-11-09,1826.3308699999877
3_6_2012-11-16,1934.17858999999
3_6_2012-11-23,7722.192459999937
3_6_2012-11-30,2050.6659299999965
3_6_2012-12-07,2016.6295699999982
3_6_2012-12-14,2228.880630000011
3_6_2012-12-21,5506.851590000024
3_6_2012-12-28,2436.7844899999777
3_6_2013-01-04,1518.3714999999888
3_6_2013-01-11,1632.4904899999951
3_6_2013-01-18,1715.4602899999945
3_6_2013-01-25,1578.2878700000022
3_6_2013-02-01,1685.8062400000047
3_6_2013-02-08,1823.9633900000088
3_6_2013-02-15,1676.3760499999992
3_6_2013-02-22,1641.3164999999944
3_6_2013-03-01,1579.1637000000019
3_6_2013-03-08,1859.1673700000072
3_6_2013-03-15,1915.8327499999916
3_6_2013-03-22,1862.6573899999876
3_6_2013-03-29,1842.5265399999967
3_6_2013-04-05,1742.860929999993
3_6_2013-04-12,1667.9333299999962
3_6_2013-04-19,1574.5667999999926
3_6_2013-04-26,1753.600629999991
3_6_2013-05-03,1719.6474800000065
3_6_2013-05-10,1763.430310000003
3_6_2013-05-17,1648.6363199999962
3_6_2013-05-24,1865.0035900000032
3_6_2013-05-31,1845.047659999999
3_6_2013-06-07,1830.2214500000057
3_6_2013-06-14,1813.2802600000048
3_6_2013-06-21,1665.0961700000103
3_6_2013-06-28,1832.3265100000008
3_6_2013-07-05,1861.5344900000075
3_6_2013-07-12,1755.2767600000102
3_6_2013-07-19,1843.9608900000005
3_6_2013-07-26,1658.3005099999966
3_7_2012-11-02,9540.973200000002
3_7_2012-11-09,9958.133380000032
3_7_2012-11-16,10487.526900000003
3_7_2012-11-23,31176.659270000022
3_7_2012-11-30,14289.05942999994
3_7_2012-12-07,15129.744400000074
3_7_2012-12-14,18859.747099999935
3_7_2012-12-21,40158.87936999966
3_7_2012-12-28,13717.523499999877
3_7_2013-01-04,8099.542600000004
3_7_2013-01-11,8622.877750000014
3_7_2013-01-18,8442.930819999983
3_7_2013-01-25,8852.582249999992
3_7_2013-02-01,9316.719619999998
3_7_2013-02-08,9548.553879999987
3_7_2013-02-15,9253.393749999997
3_7_2013-02-22,9266.774550000007
3_7_2013-03-01,9145.226809999984
3_7_2013-03-08,9655.569220000005
3_7_2013-03-15,9683.012320000022
3_7_2013-03-22,10057.444860000023
3_7_2013-03-29,10078.63391000002
3_7_2013-04-05,9898.244289999999
3_7_2013-04-12,9613.114790000003
3_7_2013-04-19,9660.290920000001
3_7_2013-04-26,9628.029889999998
3_7_2013-05-03,8992.753689999983
3_7_2013-05-10,9618.601169999984
3_7_2013-05-17,8919.573689999983
3_7_2013-05-24,9802.396159999975
3_7_2013-05-31,9585.342059999972
3_7_2013-06-07,9846.649269999969
3_7_2013-06-14,10469.187710000002
3_7_2013-06-21,10998.14014999999
3_7_2013-06-28,9655.838769999977
3_7_2013-07-05,9252.653319999965
3_7_2013-07-12,10305.83880999997
3_7_2013-07-19,8727.40869999998
3_7_2013-07-26,8676.48695999997
3_8_2012-11-02,8667.340510000033
3_8_2012-11-09,8725.964450000054
3_8_2012-11-16,8661.368760000028
3_8_2012-11-23,8329.452539999944
3_8_2012-11-30,8644.866920000035
3_8_2012-12-07,8755.290750000016
3_8_2012-12-14,8829.914860000017
3_8_2012-12-21,9502.71675000006
3_8_2012-12-28,8839.719380000019
3_8_2013-01-04,8758.971670000023
3_8_2013-01-11,8836.970250000031
3_8_2013-01-18,8734.772380000066
3_8_2013-01-25,8759.795970000067
3_8_2013-02-01,8899.234740000029
3_8_2013-02-08,9029.739969999991
3_8_2013-02-15,8900.430489999972
3_8_2013-02-22,8599.861520000017
3_8_2013-03-01,8556.58611000004
3_8_2013-03-08,8779.872920000003
3_8_2013-03-15,8918.999980000015
3_8_2013-03-22,8812.239139999983
3_8_2013-03-29,8907.848280000004
3_8_2013-04-05,8955.526809999996
3_8_2013-04-12,8895.362890000046
3_8_2013-04-19,8900.93503000004
3_8_2013-04-26,8923.205670000041
3_8_2013-05-03,8784.396779999997
3_8_2013-05-10,8856.413050000005
3_8_2013-05-17,8768.844280000007
3_8_2013-05-24,8830.881319999995
3_8_2013-05-31,8722.644340000006
3_8_2013-06-07,8969.22316000001
3_8_2013-06-14,8802.91094
3_8_2013-06-21,8795.00645000001
3_8_2013-06-28,8580.722600000026
3_8_2013-07-05,8861.171280000035
3_8_2013-07-12,8729.243420000026
3_8_2013-07-19,8634.698190000021
3_8_2013-07-26,8246.226920000037
3_9_2012-11-02,12639.581989999951
3_9_2012-11-09,11843.279989999935
3_9_2012-11-16,11240.23176999993
3_9_2012-11-23,13508.909389999995
3_9_2012-11-30,10487.076209999912
3_9_2012-12-07,11252.149199999936
3_9_2012-12-14,10660.50988999991
3_9_2012-12-21,12755.289119999778
3_9_2012-12-28,11037.009789999925
3_9_2013-01-04,10801.637779999965
3_9_2013-01-11,10837.006989999943
3_9_2013-01-18,10111.016629999956
3_9_2013-01-25,10123.644999999939
3_9_2013-02-01,11016.160869999974
3_9_2013-02-08,11049.969559999941
3_9_2013-02-15,10595.726010000006
3_9_2013-02-22,10176.792549999995
3_9_2013-03-01,11031.53266
3_9_2013-03-08,13405.255559999947
3_9_2013-03-15,12440.594779999916
3_9_2013-03-22,12583.431639999952
3_9_2013-03-29,11771.156259999918
3_9_2013-04-05,11669.65322999992
3_9_2013-04-12,11281.846069999918
3_9_2013-04-19,10777.027689999908
3_9_2013-04-26,10921.820229999936
3_9_2013-05-03,9419.278609999972
3_9_2013-05-10,9490.51304999998
3_9_2013-05-17,9459.524269999965
3_9_2013-05-24,9584.263439999979
3_9_2013-05-31,9517.23121999997
3_9_2013-06-07,9719.264599999977
3_9_2013-06-14,9593.34642999998
3_9_2013-06-21,9544.797849999977
3_9_2013-06-28,9148.885940000013
3_9_2013-07-05,9671.640649999992
3_9_2013-07-12,9554.401459999985
3_9_2013-07-19,9600.380929999985
3_9_2013-07-26,8893.200769999998
3_10_2012-11-02,12963.152180000003
3_10_2012-11-09,13046.627879999993
3_10_2012-11-16,13126.433830000024
3_10_2012-11-23,12437.658589999919
3_10_2012-11-30,13083.248729999925
3_10_2012-12-07,12740.39787
3_10_2012-12-14,12509.564349999995
3_10_2012-12-21,11498.85787
3_10_2012-12-28,12001.019279999966
3_10_2013-01-04,11997.761469999961
3_10_2013-01-11,12605.320939999947
3_10_2013-01-18,12749.835179999956
3_10_2013-01-25,12670.00780999995
3_10_2013-02-01,12792.545299999962
3_10_2013-02-08,12837.37162999992
3_10_2013-02-15,14019.142169999872
3_10_2013-02-22,13956.720659999866
3_10_2013-03-01,13988.69677999987
3_10_2013-03-08,13340.762589999995
3_10_2013-03-15,13004.424749999978
3_10_2013-03-22,13178.009379999969
3_10_2013-03-29,13181.543979999977
3_10_2013-04-05,13131.814849999926
3_10_2013-04-12,13122.942220000017
3_10_2013-04-19,13539.818730000037
3_10_2013-04-26,13032.439360000011
3_10_2013-05-03,11901.448529999967
3_10_2013-05-10,11912.485359999964
3_10_2013-05-17,12018.601119999965
3_10_2013-05-24,12040.180299999947
3_10_2013-05-31,12015.891839999958
3_10_2013-06-07,12019.69730999998
3_10_2013-06-14,12017.066529999993
3_10_2013-06-21,12220.923599999995
3_10_2013-06-28,12385.917949999952
3_10_2013-07-05,12078.411429999976
3_10_2013-07-12,12096.33384999999
3_10_2013-07-19,12147.647679999967
3_10_2013-07-26,12175.75376999992
3_11_2012-11-02,9503.498349999974
3_11_2012-11-09,9611.853399999958
3_11_2012-11-16,9766.331849999975
3_11_2012-11-23,9965.44435999986
3_11_2012-11-30,10352.348289999965
3_11_2012-12-07,10712.00452999998
3_11_2012-12-14,9709.823149999964
3_11_2012-12-21,9137.059110000024
3_11_2012-12-28,9841.790509999975
3_11_2013-01-04,9507.14311999996
3_11_2013-01-11,9511.04243999995
3_11_2013-01-18,9489.674689999936
3_11_2013-01-25,9344.162589999929
3_11_2013-02-01,10017.741479999942
3_11_2013-02-08,9934.990729999936
3_11_2013-02-15,9563.447139999978
3_11_2013-02-22,9140.689749999998
3_11_2013-03-01,9072.36345000001
3_11_2013-03-08,8811.406870000015
3_11_2013-03-15,8953.357790000004
3_11_2013-03-22,10008.871480000007
3_11_2013-03-29,9558.537550000012
3_11_2013-04-05,9979.404050000006
3_11_2013-04-12,10200.495640000006
3_11_2013-04-19,11526.483670000014
3_11_2013-04-26,10699.07787999995
3_11_2013-05-03,9490.90296
3_11_2013-05-10,9230.35592
3_11_2013-05-17,10337.294680000025
3_11_2013-05-24,12508.920299999938
3_11_2013-05-31,12080.224139999966
3_11_2013-06-07,11957.782109999958
3_11_2013-06-14,11433.45899999997
3_11_2013-06-21,12418.49437999996
3_11_2013-06-28,13152.819279999942
3_11_2013-07-05,11468.187479999991
3_11_2013-07-12,12652.959839999974
3_11_2013-07-19,11633.028459999976
3_11_2013-07-26,11746.403670000007
3_12_2012-11-02,2692.691049999997
3_12_2012-11-09,2612.2057700000037
3_12_2012-11-16,2713.379059999992
3_12_2012-11-23,2062.855630000018
3_12_2012-11-30,2370.0128099999997
3_12_2012-12-07,2516.214349999994
3_12_2012-12-14,2329.733779999993
3_12_2012-12-21,1932.537950000018
3_12_2012-12-28,2057.3995799999875
3_12_2013-01-04,2262.7798599999937
3_12_2013-01-11,2247.3744199999906
3_12_2013-01-18,2366.0700199999965
3_12_2013-01-25,2472.704449999998
3_12_2013-02-01,2532.528480000006
3_12_2013-02-08,2553.4658700000005
3_12_2013-02-15,2369.3681599999895
3_12_2013-02-22,2409.167139999995
3_12_2013-03-01,2455.5550300000023
3_12_2013-03-08,2774.2286200000017
3_12_2013-03-15,2666.078969999987
3_12_2013-03-22,2758.417790000016
3_12_2013-03-29,2697.797520000002
3_12_2013-04-05,2817.750600000004
3_12_2013-04-12,2746.5314500000036
3_12_2013-04-19,2845.807639999996
3_12_2013-04-26,2667.2336100000043
3_12_2013-05-03,2691.273520000004
3_12_2013-05-10,2664.9638200000086
3_12_2013-05-17,2715.10005
3_12_2013-05-24,2722.1031700000044
3_12_2013-05-31,2730.7180300000073
3_12_2013-06-07,2747.286580000001
3_12_2013-06-14,2716.177880000007
3_12_2013-06-21,2699.557750000005
3_12_2013-06-28,2482.592340000004
3_12_2013-07-05,2747.822660000009
3_12_2013-07-12,2649.9849100000083
3_12_2013-07-19,2740.419150000009
3_12_2013-07-26,2467.802240000003
3_13_2012-11-02,12533.045690000006
3_13_2012-11-09,12138.026699999999
3_13_2012-11-16,12264.004769999983
3_13_2012-11-23,11406.684540000037
3_13_2012-11-30,12316.730869999983
3_13_2012-12-07,12529.182499999974
3_13_2012-12-14,12203.505629999967
3_13_2012-12-21,11358.041199999963
3_13_2012-12-28,11837.30108999996
3_13_2013-01-04,11622.014989999994
3_13_2013-01-11,11676.252990000015
3_13_2013-01-18,11861.623040000028
3_13_2013-01-25,11938.98483000002
3_13_2013-02-01,12608.388660000033
3_13_2013-02-08,13041.153220000022
3_13_2013-02-15,12224.723779999978
3_13_2013-02-22,12101.662349999962
